Date (mm/dd/yyyy),Time (hh:mm:ss),Time Zone,Sensor Environment,Raw Water Temperature (°C),Adjusted Water Temperature (°C),Raw Specific Conductance (uS/cm),Adjusted Specific Conductance (uS/cm),Raw Salinity (ppt),Adjusted Salinity (ppt),Raw Water Level (ft),Adjusted Water Level (ft),Raw Water Elevation to Marsh (ft),Adjusted Water Elevation to Marsh (ft),Raw Water Elevation to Datum (ft),Adjusted Water Elevation to Datum (ft),Raw Marsh Mat Elevation (ft),Adjusted Marsh Mat Elevation to Datum (ft),Geoid,Raw Battery (V),Adjusted Battery (V),Raw Wind Speed (mph),Adjusted Wind Speed (mph),Raw Wind Direction (degrees),Adjusted Wind Direction (degrees),Raw Velocity (ft/sec),Adjusted Velocity (ft/sec),Raw Precipitation (tips/hour),Adjusted Precipitation (inches),Raw Air Pressure (mm of Hg),Adjusted Air Pressure (mm of Hg),Raw Total Chlorophyll (micrograms/L),Adjusted Total Chlorophyll (micrograms/L),Raw Dissolved Oxygen (milligrams/L),Adjusted Dissolved Oxygen (milligrams/L),Raw pH (pH units),Adjusted pH (pH units),Raw Turbidity (FNU),Adjusted Turbidity (FNU),Raw Discharge (cubic ft/sec),Adjusted Discharge (cubic ft/sec),Organization Name,Comments,Latitude,Longitude
8/21/2020,12:00:00,CST,Surface Water,30.45,30.45,1125.00,1185.82,0.55,0.62,0.54,0.63,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/21/2020,13:00:00,CST,Surface Water,31.33,31.33,1119.00,1179.68,0.55,0.62,0.55,0.64,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/21/2020,14:00:00,CST,Surface Water,31.82,31.82,1112.00,1172.47,0.54,0.62,0.55,0.65,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/21/2020,15:00:00,CST,Surface Water,32.28,32.28,1105.00,1165.27,0.54,0.61,0.55,0.65,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/21/2020,16:00:00,CST,Surface Water,32.56,32.56,1102.00,1162.28,0.54,0.61,0.55,0.64,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/21/2020,17:00:00,CST,Surface Water,32.71,32.71,1100.00,1160.35,0.54,0.61,0.57,0.67,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/21/2020,18:00:00,CST,Surface Water,32.62,32.62,1101.00,1161.58,0.54,0.61,0.57,0.67,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/21/2020,19:00:00,CST,Surface Water,32.50,32.50,1102.00,1162.81,0.54,0.61,0.57,0.67,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/21/2020,20:00:00,CST,Surface Water,32.38,32.38,1103.00,1164.04,0.54,0.61,0.56,0.65,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/21/2020,21:00:00,CST,Surface Water,32.45,32.45,1101.00,1162.11,0.54,0.61,0.56,0.66,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/21/2020,22:00:00,CST,Surface Water,32.42,32.42,1100.00,1161.23,0.54,0.61,0.59,0.69,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/21/2020,23:00:00,CST,Surface Water,32.15,32.15,1104.00,1165.63,0.54,0.61,0.59,0.69,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,00:00:00,CST,Surface Water,32.05,32.05,1107.00,1168.97,0.54,0.61,0.58,0.68,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,01:00:00,CST,Surface Water,31.69,31.69,1120.00,1182.88,0.55,0.62,0.58,0.68,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,02:00:00,CST,Surface Water,30.90,30.90,1138.00,1202.07,0.56,0.63,0.57,0.67,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,03:00:00,CST,Surface Water,30.20,30.20,1150.00,1214.93,0.57,0.64,0.56,0.66,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,04:00:00,CST,Surface Water,30.13,30.13,1156.00,1221.46,0.57,0.64,0.56,0.65,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,05:00:00,CST,Surface Water,30.01,30.01,1165.00,1231.15,0.57,0.65,0.57,0.67,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,06:00:00,CST,Surface Water,29.95,29.95,1167.00,1233.45,0.57,0.65,0.58,0.68,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,07:00:00,CST,Surface Water,29.92,29.92,1165.00,1231.52,0.57,0.65,0.56,0.66,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,08:00:00,CST,Surface Water,30.09,30.09,1163.00,1229.60,0.57,0.65,0.56,0.66,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,09:00:00,CST,Surface Water,30.22,30.22,1192.00,1260.45,0.59,0.66,0.56,0.66,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,10:00:00,CST,Surface Water,30.49,30.49,1187.00,1255.35,0.58,0.66,0.57,0.67,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,11:00:00,CST,Surface Water,30.69,30.69,1152.00,1218.52,0.57,0.64,0.55,0.65,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,12:00:00,CST,Surface Water,31.58,31.58,1110.00,1174.27,0.54,0.62,0.56,0.66,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,13:00:00,CST,Surface Water,31.96,31.96,1097.00,1160.69,0.54,0.61,0.59,0.69,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,14:00:00,CST,Surface Water,32.23,32.23,1096.00,1159.81,0.54,0.61,0.60,0.70,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,15:00:00,CST,Surface Water,32.37,32.37,1097.00,1161.04,0.54,0.61,0.57,0.67,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,16:00:00,CST,Surface Water,32.64,32.64,1108.00,1172.86,0.54,0.62,0.51,0.61,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,17:00:00,CST,Surface Water,32.04,32.04,1144.00,1211.15,0.56,0.64,0.56,0.66,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,18:00:00,CST,Surface Water,31.98,31.98,1143.00,1210.28,0.56,0.64,0.56,0.66,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,19:00:00,CST,Surface Water,31.73,31.73,1148.00,1215.76,0.56,0.64,0.58,0.69,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,20:00:00,CST,Surface Water,31.26,31.26,1165.00,1233.95,0.57,0.65,0.56,0.66,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,21:00:00,CST,Surface Water,31.36,31.36,1159.00,1227.78,0.57,0.65,0.57,0.67,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,22:00:00,CST,Surface Water,31.45,31.45,1151.00,1219.49,0.56,0.64,0.57,0.67,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/22/2020,23:00:00,CST,Surface Water,30.57,30.57,1226.00,1299.15,0.60,0.69,0.66,0.77,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,00:00:00,CST,Surface Water,30.32,30.32,1217.00,1289.80,0.60,0.68,0.55,0.65,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,01:00:00,CST,Surface Water,30.35,30.35,1212.00,1284.70,0.60,0.68,0.46,0.56,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,02:00:00,CST,Surface Water,30.28,30.28,1220.00,1293.37,0.60,0.68,0.55,0.66,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,03:00:00,CST,Surface Water,29.99,29.99,1229.00,1303.11,0.61,0.69,0.56,0.66,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,04:00:00,CST,Surface Water,30.25,30.25,1215.00,1288.46,0.60,0.68,0.56,0.66,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,05:00:00,CST,Surface Water,30.29,30.29,1126.00,1194.26,0.55,0.63,0.57,0.67,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,06:00:00,CST,Surface Water,29.90,29.90,1194.00,1266.57,0.59,0.67,0.58,0.69,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,07:00:00,CST,Surface Water,29.86,29.86,1223.00,1297.53,0.60,0.68,0.54,0.65,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,08:00:00,CST,Surface Water,29.79,29.79,1228.00,1303.03,0.61,0.69,0.55,0.65,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,09:00:00,CST,Surface Water,29.34,29.34,1240.00,1315.96,0.61,0.69,0.56,0.67,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,10:00:00,CST,Surface Water,29.74,29.74,1243.00,1319.35,0.61,0.70,0.56,0.67,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,11:00:00,CST,Surface Water,29.76,29.76,1244.00,1320.61,0.61,0.70,0.56,0.67,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,12:00:00,CST,Surface Water,30.31,30.31,1245.00,1321.87,0.61,0.70,0.57,0.68,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,13:00:00,CST,Surface Water,30.86,30.86,1235.00,1311.45,0.61,0.69,0.55,0.66,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,14:00:00,CST,Surface Water,30.53,30.53,1231.00,1307.40,0.61,0.69,0.57,0.68,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,15:00:00,CST,Surface Water,31.64,31.64,1218.00,1293.78,0.60,0.68,0.54,0.65,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,16:00:00,CST,Surface Water,32.12,32.12,1221.00,1297.17,0.60,0.68,0.57,0.68,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,17:00:00,CST,Surface Water,31.50,31.50,1222.00,1298.42,0.60,0.69,0.58,0.69,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,18:00:00,CST,Surface Water,30.74,30.74,1226.00,1302.87,0.60,0.69,0.58,0.69,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,19:00:00,CST,Surface Water,31.20,31.20,1238.00,1315.82,0.61,0.69,0.55,0.66,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,20:00:00,CST,Surface Water,30.98,30.98,1241.00,1319.21,0.61,0.70,0.56,0.67,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,21:00:00,CST,Surface Water,30.76,30.76,1241.00,1319.41,0.61,0.70,0.54,0.65,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,22:00:00,CST,Surface Water,30.57,30.57,1244.00,1322.80,0.61,0.70,0.56,0.67,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/23/2020,23:00:00,CST,Surface Water,30.41,30.41,1243.00,1321.93,0.61,0.70,0.49,0.60,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/24/2020,00:00:00,CST,Surface Water,30.32,30.32,1244.00,1323.19,0.61,0.70,0.53,0.64,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/24/2020,01:00:00,CST,Surface Water,30.38,30.38,1245.00,1324.46,0.61,0.70,0.54,0.65,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/24/2020,02:00:00,CST,Surface Water,30.32,30.32,1246.00,1325.72,0.61,0.70,0.56,0.67,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/24/2020,03:00:00,CST,Surface Water,30.31,30.31,1243.00,1322.73,0.61,0.70,0.52,0.63,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/24/2020,04:00:00,CST,Surface Water,29.10,29.10,1216.00,1294.19,0.60,0.68,0.57,0.68,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/24/2020,05:00:00,CST,Surface Water,28.91,28.91,1213.00,1291.19,0.60,0.68,0.56,0.67,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/24/2020,06:00:00,CST,Surface Water,28.77,28.77,1222.00,1300.97,0.60,0.69,0.52,0.63,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/24/2020,07:00:00,CST,Surface Water,28.37,28.37,1185.00,1261.76,0.58,0.67,0.54,0.65,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/24/2020,08:00:00,CST,Surface Water,28.37,28.37,1091.00,1161.85,0.54,0.61,0.58,0.69,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/24/2020,09:00:00,CST,Surface Water,28.52,28.52,1074.00,1143.92,0.53,0.60,0.56,0.68,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/24/2020,10:00:00,CST,Surface Water,28.60,28.60,1070.00,1139.83,0.53,0.60,0.58,0.70,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/24/2020,11:00:00,CST,Surface Water,28.68,28.68,1192.00,1269.98,0.59,0.67,0.58,0.70,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/24/2020,12:00:00,CST,Surface Water,29.52,29.52,1208.00,1287.22,0.60,0.68,0.57,0.69,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/24/2020,13:00:00,CST,Surface Water,29.75,29.75,1215.00,1294.87,0.60,0.68,0.56,0.67,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/24/2020,14:00:00,CST,Surface Water,29.80,29.80,1213.00,1292.94,0.60,0.68,0.60,0.72,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/24/2020,15:00:00,CST,Surface Water,30.10,30.10,1209.00,1288.87,0.60,0.68,0.55,0.67,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/24/2020,16:00:00,CST,Surface Water,30.26,30.26,1210.00,1290.13,0.60,0.68,0.54,0.66,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/24/2020,17:00:00,CST,Surface Water,30.68,30.68,1194.00,1273.26,0.59,0.67,0.54,0.66,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/24/2020,18:00:00,CST,Surface Water,30.65,30.65,1174.00,1252.12,0.58,0.66,0.59,0.71,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
8/24/2020,19:00:00,CST,Surface Water,30.73,30.73,1171.00,1249.10,0.58,0.66,0.59,0.71,"","","","","","",GEOID12A,6.10,6.10,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.79622195,-92.63264321
